"Embassy","Year","Month","Full MRN of last cable of that month","Day of last cable","MRN number","Days into the year","Per day that year","Actual number of cables that month","Trafficking cables this year"
"Algiers",2005,6,"05ALGIERS1304",29,1304,180,7.244444444,17,
"Algiers",2005,7,"05ALGIERS1575",28,1575,209,7.535885167,21,
"Algiers",2005,8,"05ALGIERS1861",31,1861,243,7.658436214,23,
"Algiers",2005,9,"05ALGIERS1975",27,1975,270,7.314814815,22,
"Algiers",2005,10,"05ALGIERS2225",31,2225,304,7.319078947,27,
"Algiers",2005,11,"05ALGIERS2321",21,2321,325,7.141538462,16,
"Algiers",2006,2,"06ALGIERS342",28,342,59,5.796610169,7,3
"Algiers",2006,3,"06ALGIERS570",29,570,88,6.477272727,24,
"Algiers",2006,4,"06ALGIERS781",29,781,119,6.56302521,17,
"Algiers",2006,5,"06ALGIERS953",27,953,147,6.482993197,13,
"Algiers",2006,6,"06ALGIERS1209",28,1209,179,6.754189944,9,
"Algiers",2006,7,"06ALGIERS1403",31,1403,212,6.617924528,19,
"Algiers",2006,8,"06ALGIERS1545",30,1545,242,6.384297521,8,
"Algiers",2006,9,"06ALGIERS1703",21,1703,264,6.450757576,3,
"Algiers",2006,10,"06ALGIERS1912",30,1912,303,6.310231023,7,
"Algiers",2006,11,"06ALGIERS2050",28,2050,332,6.174698795,6,
"Algiers",2006,12,"06ALGIERS2189",26,2189,360,6.080555556,7,
"Algiers",2007,1,"07ALGIERS109",30,109,30,3.633333333,9,10
"Algiers",2007,2,"07ALGIERS252",28,252,59,4.271186441,8,
"Algiers",2007,3,"07ALGIERS410",27,410,86,4.76744186,7,
"Algiers",2007,4,"07ALGIERS568",25,568,115,4.939130435,3,
"Algiers",2007,5,"07ALGIERS747",30,747,150,4.98,14,
"Algiers",2007,6,"07ALGIERS913",28,913,179,5.100558659,14,
"Algiers",2007,7,"07ALGIERS1078",29,1078,210,5.133333333,15,
"Algiers",2007,8,"07ALGIERS1182",21,1182,233,5.072961373,9,
"Algiers",2007,9,"07ALGIERS1352",24,1352,267,5.063670412,7,
"Algiers",2007,10,"07ALGIERS1599",31,1599,304,5.259868421,13,
"Algiers",2007,11,"07ALGIERS1727",28,1727,332,5.201807229,16,
"Algiers",2007,12,"07ALGIERS1825",26,1825,360,5.069444444,21,
"Algiers",2008,1,"08ALGIERS111",30,111,30,3.7,15,6
"Algiers",2008,2,"08ALGIERS223",29,223,60,3.716666667,22,
"Algiers",2008,3,"08ALGIERS361",27,361,86,4.197674419,24,
"Algiers",2008,4,"08ALGIERS491",30,491,120,4.091666667,20,
"Algiers",2008,5,"08ALGIERS626",30,626,150,4.173333333,20,
"Algiers",2008,6,"08ALGIERS739",28,739,179,4.12849162,17,
"Algiers",2008,7,"08ALGIERS837",28,837,209,4.004784689,16,
"Algiers",2008,8,"08ALGIERS947",28,947,240,3.945833333,18,
"Algiers",2008,9,"08ALGIERS1053",30,1053,273,3.857142857,9,
"Algiers",2008,10,"08ALGIERS1164",31,1164,304,3.828947368,18,
"Algiers",2008,11,"08ALGIERS1254",26,1254,330,3.8,12,
"Algiers",2008,12,"08ALGIERS1350",31,1350,365,3.698630137,22,
"Algiers",2009,1,"09ALGIERS107",30,107,30,3.566666667,17,9
"Algiers",2009,2,"09ALGIERS196",25,196,56,3.5,14,
"Algiers",2009,3,"09ALGIERS309",31,309,90,3.433333333,21,
"Algiers",2009,4,"09ALGIERS428",29,428,119,3.596638655,18,
"Algiers",2009,5,"09ALGIERS496",26,496,146,3.397260274,13,
"Algiers",2009,6,"09ALGIERS642",30,642,181,3.546961326,9,
"Algiers",2009,7,"09ALGIERS718",29,718,210,3.419047619,4,
"Algiers",2009,8,"09ALGIERS781",27,781,239,3.267782427,8,
"Algiers",2009,9,"09ALGIERS845",27,845,270,3.12962963,10,
"Algiers",2009,10,"09ALGIERS970",29,970,302,3.21192053,12,
"Algiers",2009,11,"09ALGIERS1049",25,1049,329,3.188449848,19,
"Algiers",2009,12,"09ALGIERS1162",30,1162,364,3.192307692,17,
"Algiers",2010,1,"10ALGIERS84",28,84,28,3,10,1
"Algiers",2010,2,"10ALGIERS186",28,186,59,3.152542373,18,
"Almaty",1999,12,"99ALMATY12359",21,12359,355,34.81408451,1,0
"Almaty",2005,1,"05ALMATY346",31,346,31,11.16129032,8,8
"Almaty",2005,2,"05ALMATY794",28,794,59,13.45762712,17,
"Almaty",2005,3,"05ALMATY1215",31,1215,90,13.5,17,
"Almaty",2005,4,"05ALMATY1686",29,1686,119,14.16806723,15,
"Almaty",2005,5,"05ALMATY2017",31,2017,151,13.35761589,26,
"Almaty",2005,6,"05ALMATY2445",30,2445,181,13.50828729,23,
"Almaty",2005,7,"05ALMATY2799",29,2799,210,13.32857143,17,
"Almaty",2005,8,"05ALMATY3157",31,3157,243,12.99176955,24,
"Almaty",2005,9,"05ALMATY3449",27,3449,270,12.77407407,19,
"Almaty",2005,10,"05ALMATY3924",31,3924,304,12.90789474,32,
"Almaty",2005,11,"05ALMATY4256",30,4256,334,12.74251497,26,
"Almaty",2005,12,"05ALMATY4545",30,4545,364,12.48626374,26,
"Almaty",2006,1,"06ALMATY345",31,345,31,11.12903226,25,7
"Almaty",2006,2,"06ALMATY761",25,761,56,13.58928571,25,
"Almaty",2006,3,"06ALMATY1144",31,1144,90,12.71111111,26,
"Almaty",2006,4,"06ALMATY1561",27,1561,117,13.34188034,35,
"Almaty",2006,5,"06ALMATY1934",31,1934,151,12.80794702,31,
"Almaty",2006,6,"06ALMATY2332",29,2332,180,12.95555556,29,
"Almaty",2006,7,"06ALMATY2687",26,2687,207,12.98067633,23,
"Almaty",2006,8,"06ALMATY3092",31,3092,243,12.72427984,31,
"Amman",1985,3,"85AMMAN2676",16,2676,75,35.68,1,0
"Amman",1986,1,"86AMMAN594",16,594,16,37.125,1,0
"Amman",1987,7,"87AMMAN7695",1,7695,182,42.28021978,1,0
"Amman",1988,9,"88AMMAN10345",1,10345,244,42.39754098,1,0
"Amman",1989,1,"89AMMAN877",23,877,23,38.13043478,1,0
"Amman",1992,2,"92AMMAN2299",24,2299,55,41.8,1,0
"Amman",1994,10,"94AMMAN12970",24,12970,297,43.67003367,1,0
"Amman",1996,3,"96AMMAN2094",6,2094,65,32.21538462,1,0
"Amman",1997,6,"97AMMAN5383",5,5383,156,34.50641026,1,0
"Amman",1998,4,"98AMMAN3050",2,3050,92,33.15217391,1,0
"Amman",1998,9,"98AMMAN8578",21,8578,264,32.49242424,1,
"Amman",1999,11,"99AMMAN6925",30,6925,334,20.73353293,1,0
"Amman",2002,5,"02AMMAN2819",30,2819,150,18.79333333,58,1
"Amman",2002,6,"02AMMAN3549",30,3549,181,19.60773481,58,
"Amman",2002,7,"02AMMAN4261",31,4261,212,20.0990566,62,
"Amman",2002,8,"02AMMAN4864",28,4864,240,20.26666667,43,
"Amman",2002,9,"02AMMAN5626",30,5626,273,20.60805861,49,
"Amman",2002,10,"02AMMAN6374",31,6374,304,20.96710526,58,
"Amman",2002,11,"02AMMAN6939",27,6939,331,20.96374622,46,
"Amman",2002,12,"02AMMAN7535",30,7535,364,20.70054945,28,
"Amman",2003,1,"03AMMAN268",14,268,14,19.14285714,20,5
"Amman",2003,2,"03AMMAN1193",27,1193,58,20.56896552,54,
"Amman",2003,3,"03AMMAN1922",31,1922,90,21.35555556,112,
"Amman",2003,4,"03AMMAN2562",30,2562,120,21.35,84,
"Amman",2003,5,"03AMMAN3173",30,3173,150,21.15333333,50,
"Amman",2003,6,"03AMMAN3931",30,3931,181,21.71823204,51,
"Amman",2003,7,"03AMMAN4764",31,4764,212,22.47169811,81,
"Amman",2003,8,"03AMMAN5501",28,5501,240,22.92083333,41,
"Amman",2003,9,"03AMMAN6267",30,6267,273,22.95604396,57,
"Amman",2003,10,"03AMMAN7115",31,7115,304,23.40460526,71,
"Amman",2003,11,"03AMMAN7691",24,7691,328,23.44817073,64,
"Amman",2003,12,"03AMMAN8609",31,8609,365,23.58630137,62,
"Amman",2004,1,"04AMMAN784",29,784,29,27.03448276,63,6
"Amman",2004,2,"04AMMAN1501",29,1501,60,25.01666667,42,
"Amman",2004,3,"04AMMAN2494",31,2494,90,27.71111111,56,
"Amman",2004,4,"04AMMAN3328",29,3328,119,27.96638655,65,
"Amman",2004,5,"04AMMAN4310",31,4310,151,28.54304636,56,
"Amman",2004,6,"04AMMAN5403",30,5403,181,29.85082873,48,
"Amman",2004,7,"04AMMAN6441",29,6441,210,30.67142857,67,
"Amman",2004,8,"04AMMAN7203",28,7203,240,30.0125,43,
"Amman",2004,9,"04AMMAN8145",30,8145,273,29.83516484,41,
"Amman",2004,10,"04AMMAN8905",31,8905,304,29.29276316,37,
"Amman",2004,11,"04AMMAN9502",30,9502,334,28.4491018,39,
"Amman",2004,12,"04AMMAN10321",30,10321,364,28.3543956,46,
"Amman",2005,1,"05AMMAN723",31,723,31,23.32258065,57,5
"Amman",2005,2,"05AMMAN1683",28,1683,59,28.52542373,58,
"Amman",2005,3,"05AMMAN2694",31,2694,90,29.93333333,62,
"Amman",2005,4,"05AMMAN3399",28,3399,118,28.80508475,51,
"Amman",2005,5,"05AMMAN4203",31,4203,151,27.83443709,23,
"Amman",2005,6,"05AMMAN5258",30,5258,181,29.04972376,69,
"Amman",2005,7,"05AMMAN6118",31,6118,212,28.85849057,58,
"Amman",2005,8,"05AMMAN7071",31,7071,243,29.09876543,67,
"Amman",2005,9,"05AMMAN7777",29,7777,272,28.59191176,47,
"Amman",2005,10,"05AMMAN8568",31,8568,304,28.18421053,63,
"Amman",2005,11,"05AMMAN9295",30,9295,334,27.82934132,29,
"Amman",2005,12,"05AMMAN9963",29,9963,363,27.44628099,57,
"Amman",2006,1,"06AMMAN718",29,718,29,24.75862069,31,9
"Amman",2006,2,"06AMMAN1441",28,1441,59,24.42372881,44,
"Amman",2006,3,"06AMMAN2326",30,2326,89,26.13483146,65,
"Amman",2006,4,"06AMMAN3036",27,3036,117,25.94871795,47,
"Amman",2006,5,"06AMMAN3834",31,3834,151,25.39072848,23,
"Amman",2006,6,"06AMMAN4879",29,4879,180,27.10555556,45,
"Amman",2006,7,"06AMMAN5745",31,5745,212,27.0990566,35,
"Amman",2006,8,"06AMMAN6781",31,6781,243,27.90534979,44,
"Amman",2006,9,"06AMMAN7484",28,7484,271,27.61623616,23,
"Amman",2006,10,"06AMMAN8150",31,8150,304,26.80921053,33,
"Amman",2006,11,"06AMMAN8598",26,8598,330,26.05454545,28,
"Amman",2006,12,"06AMMAN9129",28,9129,362,25.21823204,29,
"Amman",2007,1,"07AMMAN386",30,386,30,12.86666667,17,10
"Amman",2007,2,"07AMMAN898",27,898,58,15.48275862,35,
"Amman",2007,3,"07AMMAN1413",29,1413,88,16.05681818,34,
"Amman",2007,4,"07AMMAN1822",30,1822,120,15.18333333,20,
"Amman",2007,5,"07AMMAN2341",31,2341,151,15.50331126,25,
"Amman",2007,6,"07AMMAN2784",28,2784,179,15.55307263,31,
"Amman",2007,7,"07AMMAN3215",30,3215,211,15.23696682,42,
"Amman",2007,8,"07AMMAN3661",30,3661,242,15.12809917,62,
"Amman",2007,9,"07AMMAN4038",30,4038,273,14.79120879,47,
"Amman",2007,10,"07AMMAN4395",31,4395,304,14.45723684,44,
"Amman",2007,11,"07AMMAN4738",29,4738,333,14.22822823,47,
"Amman",2007,12,"07AMMAN5061",31,5061,365,13.86575342,29,
"Amman",2008,1,"08AMMAN304",29,304,29,10.48275862,77,23
"Amman",2008,2,"08AMMAN651",28,651,59,11.03389831,51,
"Amman",2008,3,"08AMMAN949",31,949,90,10.54444444,34,
"Amman",2008,4,"08AMMAN1329",30,1329,120,11.075,54,
"Amman",2008,5,"08AMMAN1616",28,1616,148,10.91891892,45,
"Amman",2008,6,"08AMMAN1924",30,1924,181,10.62983425,32,
"Amman",2008,7,"08AMMAN2300",31,2300,212,10.8490566,38,
"Amman",2008,8,"08AMMAN2522",28,2522,240,10.50833333,30,
"Amman",2008,9,"08AMMAN2781",29,2781,272,10.22426471,45,
"Amman",2008,10,"08AMMAN2986",30,2986,303,9.854785479,31,
"Amman",2008,11,"08AMMAN3206",26,3206,330,9.715151515,35,
"Amman",2008,12,"08AMMAN3418",31,3418,365,9.364383562,41,
"Amman",2009,1,"09AMMAN286",29,286,29,9.862068966,47,19
"Amman",2009,2,"09AMMAN529",26,529,57,9.280701754,39,
"Amman",2009,3,"09AMMAN798",31,798,90,8.866666667,39,
"Amman",2009,4,"09AMMAN994",30,994,120,8.283333333,44,
"Amman",2009,5,"09AMMAN1219",28,1219,148,8.236486486,34,
"Amman",2009,6,"09AMMAN1449",30,1449,181,8.005524862,43,
"Amman",2009,7,"09AMMAN1724",30,1724,211,8.170616114,43,
"Amman",2009,8,"09AMMAN1968",31,1968,243,8.098765432,36,
"Amman",2009,9,"09AMMAN2201",30,2201,273,8.062271062,37,
"Amman",2009,10,"09AMMAN2386",29,2386,302,7.900662252,27,
"Amman",2009,11,"09AMMAN2580",28,2580,332,7.771084337,33,
"Amman",2009,12,"09AMMAN2804",30,2804,364,7.703296703,35,
"Amman",2010,1,"10AMMAN276",28,276,28,9.857142857,25,8
"Amman",2010,2,"10AMMAN461",28,461,59,7.813559322,32,
"Amsterdam",2008,11,"08AMSTERDAM71",28,71,332,0.213855422,26,1
"Amsterdam",2010,1,"10AMSTERDAM3",29,3,29,0.103448276,22,0
"Ankara",1979,9,"79ANKARA6618",10,6618,253,26.15810277,1,0
"Ankara",1986,7,"86ANKARA7641",23,7641,204,37.45588235,1,0
"Ankara",1986,9,"86ANKARA9557",17,9557,260,36.75769231,2,
"Ankara",1988,3,"88ANKARA4266",30,4266,89,47.93258427,1,0
"Ankara",1988,9,"88ANKARA12124",21,12124,264,45.92424242,2,
"Ankara",1988,12,"88ANKARA16439",10,16439,344,47.7877907,1,
"Ankara",1989,7,"89ANKARA9850",18,9850,199,49.49748744,1,0
"Ankara",1989,10,"89ANKARA14598",12,14598,285,51.22105263,1,
"Ankara",1989,12,"89ANKARA17365",6,17365,340,51.07352941,1,
"Ankara",1991,3,"91ANKARA4277",28,4277,87,49.16091954,1,0
"Ankara",1991,5,"91ANKARA7433",31,7433,151,49.22516556,1,
"Ankara",1991,11,"91ANKARA15709",21,15709,325,48.33538462,1,
"Ankara",1992,1,"92ANKARA728",16,728,16,45.5,1,0
"Ankara",1992,11,"92ANKARA15625",16,15625,320,48.828125,1,
"Ankara",1994,3,"94ANKARA3625",24,3625,83,43.6746988,1,0
"Ankara",1994,8,"94ANKARA9784",8,9784,220,44.47272727,1,
"Ankara",1996,1,"96ANKARA813",24,813,24,33.875,1,0
"Ankara",1996,11,"96ANKARA12278",18,12278,322,38.13043478,1,
"Ankara",1997,1,"97ANKARA350",10,350,10,35,2,0
"Ankara",1997,9,"97ANKARA8752",3,8752,246,35.57723577,1,
"Ankara",1998,9,"98ANKARA9055",19,9055,262,34.5610687,1,0
"Ankara",2000,12,"00ANKARA8112",11,8112,345,23.51304348,1,0
"Ankara",2001,5,"01ANKARA3476",31,3476,151,23.01986755,1,0
"Ankara",2001,10,"01ANKARA6815",26,6815,299,22.79264214,1,
"Ankara",2001,12,"01ANKARA7811",14,7811,348,22.4454023,1,
"Ankara",2002,11,"02ANKARA8740",29,8740,333,26.24624625,118,3
"Ankara",2003,1,"03ANKARA822",31,822,31,26.51612903,121,21
"Ankara",2003,2,"03ANKARA1332",28,1332,59,22.57627119,94,
"Ankara",2003,3,"03ANKARA2125",31,2125,90,23.61111111,185,
"Ankara",2003,4,"03ANKARA2819",30,2819,120,23.49166667,138,
"Ankara",2003,6,"03ANKARA4155",30,4155,181,22.9558011,96,
"Ankara",2003,7,"03ANKARA4851",31,4851,212,22.88207547,134,
"Ankara",2003,9,"03ANKARA6141",30,6141,273,22.49450549,127,
"Ankara",2003,11,"03ANKARA7340",28,7340,332,22.10843373,102,
"Ankara",2004,2,"04ANKARA1157",27,1157,58,19.94827586,76,65
"Ankara",2004,3,"04ANKARA1881",30,1881,89,21.13483146,119,
"Ankara",2004,7,"04ANKARA4269",30,4269,211,20.23222749,78,
"Ankara",2004,8,"04ANKARA4893",28,4893,240,20.3875,94,
"Ankara",2004,9,"04ANKARA5597",29,5597,272,20.57720588,90,
"Ankara",2004,10,"04ANKARA6135",28,6135,301,20.3820598,104,
"Ankara",2004,11,"04ANKARA6648",30,6648,334,19.90419162,91,
"Ankara",2004,12,"04ANKARA7223",30,7223,364,19.84340659,143,
"Ankara",2005,1,"05ANKARA504",29,504,29,17.37931034,108,71
"Ankara",2005,2,"05ANKARA1074",28,1074,59,18.20338983,121,
"Ankara",2005,3,"05ANKARA1867",31,1867,90,20.74444444,126,
"Ankara",2005,4,"05ANKARA2474",29,2474,119,20.78991597,121,
"Ankara",2005,5,"05ANKARA3053",31,3053,151,20.21854305,112,
"Ankara",2005,6,"05ANKARA3669",28,3669,179,20.4972067,88,
"Ankara",2005,8,"05ANKARA5080",31,5080,243,20.90534979,105,
"Ankara",2005,9,"05ANKARA5845",30,5845,273,21.41025641,119,
"Ankara",2005,10,"05ANKARA6518",31,6518,304,21.44078947,141,
"Ankara",2005,11,"05ANKARA7031",30,7031,334,21.0508982,104,
"Ankara",2005,12,"05ANKARA7677",30,7677,364,21.09065934,134,
"Ankara",2006,1,"06ANKARA367",31,367,31,11.83870968,82,48
"Ankara",2006,2,"06ANKARA1003",28,1003,59,17,123,
"Ankara",2006,5,"06ANKARA3164",31,3164,151,20.95364238,143,
"Ankara",2006,7,"06ANKARA4374",31,4374,212,20.63207547,94,
"Ankara",2006,8,"06ANKARA5020",31,5020,243,20.65843621,125,
"Ankara",2006,9,"06ANKARA5699",29,5699,272,20.95220588,117,
"Ankara",2006,10,"06ANKARA6213",31,6213,304,20.4375,118,
"Ankara",2006,11,"06ANKARA6546",30,6546,334,19.5988024,127,
"Ankara",2006,12,"06ANKARA6772",29,6772,363,18.65564738,106,
"Ankara",2007,1,"07ANKARA199",31,199,31,6.419354839,109,21
"Ankara",2007,2,"07ANKARA452",28,452,59,7.661016949,114,
"Ankara",2007,3,"07ANKARA735",30,735,89,8.258426966,149,
"Ankara",2007,5,"07ANKARA1336",31,1336,151,8.847682119,159,
"Ankara",2007,6,"07ANKARA1685",29,1685,180,9.361111111,166,
"Ankara",2007,7,"07ANKARA1962",31,1962,212,9.254716981,138,
"Ankara",2007,8,"07ANKARA2247",31,2247,243,9.24691358,109,
"Ankara",2007,9,"07ANKARA2437",28,2437,271,8.992619926,78,
"Ankara",2007,10,"07ANKARA2693",31,2693,304,8.858552632,131,
"Ankara",2007,11,"07ANKARA2865",30,2865,334,8.577844311,99,
"Ankara",2008,1,"08ANKARA183",31,183,31,5.903225806,91,19
"Ankara",2008,2,"08ANKARA410",29,410,60,6.833333333,129,
"Ankara",2008,3,"08ANKARA600",31,600,90,6.666666667,107,
"Ankara",2008,5,"08ANKARA1010",30,1010,150,6.733333333,84,
"Ankara",2008,6,"08ANKARA1190",30,1190,181,6.574585635,103,
"Ankara",2008,7,"08ANKARA1378",31,1378,212,6.5,104,
"Ankara",2008,8,"08ANKARA1567",29,1567,241,6.502074689,82,
"Ankara",2008,9,"08ANKARA1726",30,1726,273,6.322344322,93,
"Ankara",2008,11,"08ANKARA2066",28,2066,332,6.222891566,119,
"Ankara",2008,12,"08ANKARA2197",31,2197,365,6.019178082,67,
"Ankara",2009,1,"09ANKARA153",30,153,30,5.1,100,20
"Ankara",2009,2,"09ANKARA323",27,323,58,5.568965517,99,
"Ankara",2009,4,"09ANKARA633",30,633,120,5.275,80,
"Ankara",2009,6,"09ANKARA922",30,922,181,5.093922652,77,
"Ankara",2009,7,"09ANKARA1105",31,1105,212,5.212264151,84,
"Ankara",2009,8,"09ANKARA1288",31,1288,243,5.300411523,64,
"Ankara",2009,9,"09ANKARA1421",30,1421,273,5.205128205,70,
"Ankara",2009,10,"09ANKARA1572",30,1572,303,5.188118812,100,
"Ankara",2009,12,"09ANKARA1",31,1,365,0.002739726,105,
"Ankara",2010,2,"10ANKARA316",26,316,57,5.543859649,106,4
"Antananarivo",2006,2,"06ANTANANARIVO177",22,177,53,3.339622642,1,1
"Antananarivo",2006,3,"06ANTANANARIVO206",2,206,61,3.37704918,1,
"Antananarivo",2006,4,"06ANTANANARIVO390",24,390,114,3.421052632,2,
"Antananarivo",2006,5,"06ANTANANARIVO570",31,570,151,3.774834437,2,
"Antananarivo",2006,6,"06ANTANANARIVO595",7,595,158,3.765822785,2,
"Antananarivo",2006,10,"06ANTANANARIVO1220",26,1220,299,4.080267559,10,
"Antananarivo",2006,11,"06ANTANANARIVO1334",29,1334,333,4.006006006,13,
"Antananarivo",2006,12,"06ANTANANARIVO1441",26,1441,360,4.002777778,19,
"Antananarivo",2007,1,"07ANTANANARIVO100",31,100,31,3.225806452,13,13
"Antananarivo",2007,2,"07ANTANANARIVO180",22,180,53,3.396226415,10,
"Antananarivo",2007,3,"07ANTANANARIVO304",28,304,87,3.494252874,19,
"Antananarivo",2007,4,"07ANTANANARIVO419",30,419,120,3.491666667,16,
"Antananarivo",2007,5,"07ANTANANARIVO524",31,524,151,3.470198675,16,
"Antananarivo",2007,6,"07ANTANANARIVO642",29,642,180,3.566666667,16,
"Antananarivo",2007,7,"07ANTANANARIVO761",31,761,212,3.589622642,17,
"Antananarivo",2007,8,"07ANTANANARIVO881",31,881,243,3.625514403,16,
"Antananarivo",2007,9,"07ANTANANARIVO998",30,998,273,3.655677656,11,
"Antananarivo",2007,10,"07ANTANANARIVO1105",30,1105,303,3.646864686,12,
"Antananarivo",2007,11,"07ANTANANARIVO1202",28,1202,332,3.620481928,8,
"Antananarivo",2007,12,"07ANTANANARIVO1269",27,1269,361,3.515235457,11,
"Antananarivo",2008,1,"08ANTANANARIVO85",31,85,31,2.741935484,14,9
"Antananarivo",2008,2,"08ANTANANARIVO164",29,164,60,2.733333333,7,
"Antananarivo",2008,3,"08ANTANANARIVO242",27,242,86,2.813953488,13,
"Antananarivo",2008,4,"08ANTANANARIVO325",28,325,118,2.754237288,6,
"Antananarivo",2008,5,"08ANTANANARIVO332",2,332,122,2.721311475,1,
"Antananarivo",2008,6,"08ANTANANARIVO443",20,443,171,2.590643275,4,
"Antananarivo",2008,7,"08ANTANANARIVO531",30,531,211,2.516587678,7,
"Antananarivo",2008,8,"08ANTANANARIVO572",26,572,238,2.403361345,3,
"Antananarivo",2008,9,"08ANTANANARIVO644",24,644,267,2.411985019,5,
"Antananarivo",2008,10,"08ANTANANARIVO729",31,729,304,2.398026316,6,
"Antananarivo",2008,11,"08ANTANANARIVO778",24,778,328,2.37195122,10,
"Antananarivo",2008,12,"08ANTANANARIVO879",30,879,364,2.414835165,13,
"Antananarivo",2009,1,"09ANTANANARIVO69",30,69,30,2.3,13,5
"Antananarivo",2009,2,"09ANTANANARIVO139",27,139,58,2.396551724,23,
"Antananarivo",2009,3,"09ANTANANARIVO229",31,229,90,2.544444444,33,
"Antananarivo",2009,4,"09ANTANANARIVO312",30,312,120,2.6,23,
"Antananarivo",2009,5,"09ANTANANARIVO390",29,390,149,2.617449664,18,
"Antananarivo",2009,6,"09ANTANANARIVO477",25,477,176,2.710227273,16,
"Antananarivo",2009,7,"09ANTANANARIVO570",31,570,212,2.688679245,15,
"Antananarivo",2009,8,"09ANTANANARIVO618",28,618,240,2.575,9,
"Antananarivo",2009,9,"09ANTANANARIVO692",30,692,273,2.534798535,20,
"Antananarivo",2009,10,"09ANTANANARIVO747",30,747,303,2.465346535,10,
"Antananarivo",2009,11,"09ANTANANARIVO818",27,818,331,2.471299094,16,
"Antananarivo",2009,12,"09ANTANANARIVO890",31,890,365,2.438356164,17,
"Antananarivo",2010,1,"10ANTANANARIVO52",29,52,29,1.793103448,4,1
"Antananarivo",2010,2,"10ANTANANARIVO115",26,115,57,2.01754386,14,
"Apia",2007,2,"07APIA29",17,29,48,0.604166667,2,0
"Apia",2007,4,"07APIA50",14,50,104,0.480769231,1,
"Apia",2008,7,"08APIA47",6,47,187,0.251336898,1,0
"Apia",2008,11,"08APIA58",13,58,317,0.1829653,1,
"Apia",2009,2,"09APIA4",24,4,55,0.072727273,1,0
"Apia",2009,4,"09APIA7",17,7,107,0.065420561,1,
"Apia",2009,7,"09APIA12",16,12,197,0.060913706,1,
"Apia",2010,2,"10APIA2",2,2,33,0.060606061,1,0
"Ashgabat",1996,9,"96ASHGABAT2612",5,2612,248,10.53225806,1,0
"Ashgabat",2001,7,"01ASHGABAT1049",9,1049,190,5.521052632,1,0
"Ashgabat",2006,1,"06ASHGABAT151",30,151,30,5.033333333,10,7
"Ashgabat",2006,2,"06ASHGABAT234",24,234,55,4.254545455,14,
"Ashgabat",2006,3,"06ASHGABAT326",29,326,88,3.704545455,15,
"Ashgabat",2006,4,"06ASHGABAT450",28,450,118,3.813559322,21,
"Ashgabat",2006,5,"06ASHGABAT580",31,580,151,3.841059603,12,
"Ashgabat",2006,6,"06ASHGABAT684",29,684,180,3.8,17,
"Ashgabat",2006,7,"06ASHGABAT804",27,804,208,3.865384615,12,
"Ashgabat",2006,8,"06ASHGABAT922",30,922,242,3.809917355,21,
"Ashgabat",2006,9,"06ASHGABAT1015",29,1015,272,3.731617647,30,
"Ashgabat",2006,10,"06ASHGABAT1104",23,1104,296,3.72972973,20,
"Ashgabat",2006,11,"06ASHGABAT1222",30,1222,334,3.658682635,17,
"Ashgabat",2006,12,"06ASHGABAT1323",29,1323,363,3.644628099,22,
"Ashgabat",2007,1,"07ASHGABAT124",26,124,26,4.769230769,15,12
"Ashgabat",2007,2,"07ASHGABAT242",28,242,59,4.101694915,42,
"Ashgabat",2007,3,"07ASHGABAT327",29,327,88,3.715909091,20,
"Ashgabat",2007,4,"07ASHGABAT436",30,436,120,3.633333333,17,
"Ashgabat",2007,5,"07ASHGABAT525",24,525,144,3.645833333,13,
"Ashgabat",2007,6,"07ASHGABAT637",29,637,180,3.538888889,24,
"Ashgabat",2007,7,"07ASHGABAT760",30,760,211,3.601895735,34,
"Ashgabat",2007,8,"07ASHGABAT907",31,907,243,3.732510288,52,
"Ashgabat",2007,9,"07ASHGABAT1048",28,1048,271,3.867158672,51,
"Ashgabat",2007,10,"07ASHGABAT1173",31,1173,304,3.858552632,72,
"Ashgabat",2007,11,"07ASHGABAT1305",30,1305,334,3.907185629,72,
"Ashgabat",2007,12,"07ASHGABAT1403",31,1403,365,3.843835616,50,
"Ashgabat",2008,1,"08ASHGABAT156",31,156,31,5.032258065,70,10
"Ashgabat",2008,2,"08ASHGABAT286",29,286,60,4.766666667,72,
"Ashgabat",2008,3,"08ASHGABAT403",31,403,90,4.477777778,70,
"Ashgabat",2008,4,"08ASHGABAT546",30,546,120,4.55,84,
"Ashgabat",2008,5,"08ASHGABAT697",30,697,150,4.646666667,71,
"Ashgabat",2008,6,"08ASHGABAT812",30,812,181,4.486187845,57,
"Ashgabat",2008,7,"08ASHGABAT997",31,997,212,4.702830189,83,
"Ashgabat",2008,8,"08ASHGABAT1144",29,1144,241,4.746887967,68,
"Ashgabat",2008,9,"08ASHGABAT1306",30,1306,273,4.783882784,72,
"Ashgabat",2008,10,"08ASHGABAT1425",31,1425,304,4.6875,59,
"Ashgabat",2008,11,"08ASHGABAT1544",28,1544,332,4.65060241,53,
"Ashgabat",2008,12,"08ASHGABAT1656",31,1656,365,4.536986301,44,
"Ashgabat",2009,1,"09ASHGABAT155",30,155,30,5.166666667,71,33
"Ashgabat",2009,2,"09ASHGABAT273",27,273,58,4.706896552,63,
"Ashgabat",2009,3,"09ASHGABAT409",31,409,90,4.544444444,76,
"Ashgabat",2009,4,"09ASHGABAT550",30,550,120,4.583333333,68,
"Ashgabat",2009,5,"09ASHGABAT668",29,668,149,4.483221477,55,
